,text,character
13129,Wait... Don't... all leave! Architecture's fun! Look! I brought a hacky sack!,Ted
13130,"Sorry, sir. This is... Architecture 101. Who invited their dad, right?",Ted
13131,"Euh, yeah, but, I'm sure 200 architecture students and their professor all got the room wrong.",Ted
13132,"Kids, out of my way! Sorry. Coming through. Excuse me. Coming through.</p><h",Ted
13133,20 minutes late on your first day? That's rough.,Lily
13134,"Yeah, but here's the funny thing. By that point, I didn't have time to think about what kind of teacher I was going to be. I just got up there and talked about architecture. And it was kind of great.",Ted
13135,"That's awesome, Ted.",Lily
13136,"Congratulations, buddy.",Marshall
13137,Thanks.,Ted
13138,"(from her room) Nice job, Ted.",Robin
13139,"(from Robin's room) Hey, Ted, door five! Were you there?",Barney
13140,"(to Barney) Yeah, I got you, buddy. (to Marshall and Lily) They still haven't had the talk?",Ted
13141,I think I know how to speed things up,Marshall
13142,Not cool!,Robin
13143,"Pancakes, fresh bacon. It is so yummy.",Marshall
13144,"(to Barney) Dude, I'm starving. Let's... Let's just have the stupid talk. Come on.",Robin
13145,Fine. But how do these things even work? What do we say?,Barney
13146,"(reading) Where do you see this relationship going? My God, that sounds so cheesy.",Robin
13147,"I know, right?",Barney
13148,Totally. But hum... Where do you see this relationship going?,Robin
13149,"I don't know. I mean, it's not like I don't like you. I just haven't had a girlfriend",Barney
13150,"Mad? I feel the same way. I suck at relationships. I mean, except with Ted. He really got it right. I know it's a cliché, but... he really ruined me for other men.",Robin
13151,Maybe we should go back to being just friends.,Barney
13152,Maybe. But hum... I don't want to stop having sex.,Robin
13153,"Good. Me, neither.",Barney
13154,Friends isn't gonna work.,Robin
13155,We're not good at being friends. We're not good at being in a relationship. What are we good at?,Barney
13156,I know something we're good at.,Robin
13157,"I don't know. If we're gonna do it again, I'm gonna need some Gatorade...",Barney
13158,"No,not that. Lying. Think about it. We spent the whole summer lying about being just friends. Why not just keep lying?",Robin
13159,Really?,Lily
13160,Really. We sat down. We had the talk. Barney's my boyfriend now.,Robin
13161,"And Robin's my girlfriend. I know it sounds nuts, but it feels good to say.",Barney
13162,"We're both afraid of commitment but... the fact is, we also can't live without each other.",Robin
13163,"And if the alternative is not being together, then it's worth taking this risk 'cause... she's awesome.",Barney
13164,And he's awesome. He looks nice in a suit.,Robin
13165,She can handle her Scotch.,Barney
13166,He's my boyfriend.,Robin
13167,And she's my girlfriend.,Barney
13168,(whipping) Good enough!</p><h,Marshall
13169,(leaving the building) She bought it.,Robin
13170,"Hook, line, and sinker. We are good.",Barney
13171,"Totally. So, you want to get some breakfast?",Robin
13172,"You know, brunch actually does sound kind of good.",Barney
13173,"Well, lead the way, sweetie pie.",Robin
13174,Flugelhorn?,Barney
13175,"Yeah, that felt wrong.",Robin
13176,"You do realize they were lying, right?",Ted
13177,"No, Ted, they don't realize they weren't lying.</p><h",Lily
13178,Hello. Hello. Good evening. Hello. Don't get up. Didn't we meet on a yacht? Hello.,Marshall
13179,"What? Did I not tell you guys that it was Tuxedo Night? Doesn't feel very good, does it?</p>						</div>						<div class=""ads"">	<!-- Transcripts Topic Footer Links 2016 -->	<ins class=""adsbygoogle footer-links""		style=""display:block""		data-ad-client=""ca-pub-3808023418243141""		data-ad-slot=""3894118671""		data-ad-format=""link""></ins>	<script>		(adsbygoogle = window.adsbygoogle || []).push({});	</script></div><div class=""t-foot-links text-center clearfix"">	<div class=""row"">		<div>			<a rel=""nofollow"" type=""amzn"" search=""How I Met Your Mother DVD"" category=""dvd"">How I Met Your Mother DVDs</a>		</div>		<div>			<a rel=""nofollow"" type=""amzn"" search=""How I Met Your Mother Instant Video"" category=""amazon instant video"">How I Met Your Mother Instant Video</a>		</div>		<div>			<a rel=""nofollow"" type=""amzn"" search=""How I Met Your Mother Collectables"" category=""entertainment collectibles"">How I Met Your Mother Collectables</a> 		</div>	</div><!--	<div class=""row"">		<div>			<a rel=""nofollow"" target=""_blank"" href=""http://www.amazon.com/gp/video/offers/signup/?ref_=assoc_tag_ph_1459527768921&ie=UTF8&benefitID=showtimeSub&camp=1789&creative=9325&linkCode=pf4&tag=foreverdreami-20&linkId=E7D4OGT2GLOJ4XMR"">Join SHOWTIME Free Trial</a>			<img src=""https://ir-na.amazon-adsystem.com/e/ir?t=foreverdreami-20&l=pf4&o=1"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />		</div>	</div> --></div>						<div class=""post-tools text-center clearfix"">							<div class=""gensmall pull-left"">															</div>													<div class=""social-links pull-right"">								<a title=""Share on Facebook"" href=""http://www.facebook.com/share.php?t=05x01+-+Definitions&amp;u=https%3A%2F%2Ftranscripts.foreverdreaming.org%2Fviewtopic.php%3Fp%3D125313%23p125313"" onclick=""window.open(this.href);return false;""><i class=""fa fa-facebook fa-lg""></i></a> &nbsp;								<a title=""Share on Twitter"" href=""http://twitter.com/share?text=05x01+-+Definitions&amp;url=https%3A%2F%2Ftranscripts.foreverdreaming.org%2Fviewtopic.php%3Fp%3D125313%23p125313"" onclick=""window.open(this.href);return false;""><i class=""fa fa-twitter fa-lg""></i></a> &nbsp;								<a title=""Share on Tumblr"" href=""http://www.tumblr.com/share/link?url=https%3A%2F%2Ftranscripts.foreverdreaming.org%2Fviewtopic.php%3Fp%3D125313%23p125313&amp;name=05x01+-+Definitions"" onclick=""window.open(this.href);return false;""><i class=""fa fa-tumblr fa-lg""></i></a> &nbsp;								<a title=""Share on Google+"" href=""https://plus.google.com/share?url=https%3A%2F%2Ftranscripts.foreverdreaming.org%2Fviewtopic.php%3Fp%3D125313%23p125313"" onclick=""window.open(this.href);return false;""><i class=""fa fa-google-plus fa-lg""></i></a>							</div>						</div>					</div>				</div>					</div>		</div>	</div>	<div class=""ads ads-topic topic-footer"">		<!-- Transcripts Footer Topic -->			<ins class=""adsbygoogle transcripts-footer-topic""				style=""display:block""				data-ad-client=""ca-pub-3808023418243141""				data-ad-slot=""3514849078""				data-ad-format=""auto""></ins>			<script>			(adsbygoogle = window.adsbygoogle || []).push({});			</script>	</div></div><div id=""pagefooter""></div><div class=""donate"">	<a href=""/donate/""><img src=""/styles/transcripts_default/theme/images/gumballs.gif"" alt=""Give Thanks"" width=""92"" height=""131"" /></a>	<p style=""text-align:center"">Gumballs 25 cents</p></div><br style=""clear:both"" /><p class=""breadcrumbs"" role=""navigation""><a rel=""nofollow"" href=""javascript:var handle=window.open('http://foreverdreaming.org/')"">F.D.</a><b> &#187; </b><a href=""./index.php?sid=ef7d491508818bf0a09cbe9f7a85103c"">Transcripts</a><b> &#187; </b><a href=""./viewforum.php?f=47&amp;sid=ef7d491508818bf0a09cbe9f7a85103c"">TV &amp; Movie Transcripts</a><b> &#187; </b><a href=""./viewforum.php?f=775&amp;sid=ef7d491508818bf0a09cbe9f7a85103c"">H</a><b> &#187; </b><a href=""./viewforum.php?f=177&amp;sid=ef7d491508818bf0a09cbe9f7a85103c"">How I Met Your Mother</a></p><br style=""clear:both"" /><div class=""clearfix"">		<div class=""pull-right""></div></div><br /></div>		<div id=""footer"">		<div id=""footer-top""><div class=""donate"">	<form action=""https://www.paypal.com/cgi-bin/webscr"" method=""post"" target=""_top"">		<input type=""hidden"" name=""cmd"" value=""_donations"" />		<input type=""hidden"" name=""business"" value=""webmaster@foreverdreaming.org"" />		<input type=""hidden"" name=""lc"" value=""US"" />		<input type=""hidden"" name=""item_name"" value=""Forever Dreaming"" />		<input type=""hidden"" name=""no_note"" value=""0"" />		<input type=""hidden"" name=""currency_code"" value=""USD"" />		<input type=""hidden"" name=""bn"" value=""PP-DonationsBF:btn_donate_LG.gif:NonHosted"" />		<input type=""image"" src=""https://www.paypalobjects.com/en_US/i/btn/btn_donate_LG.gif"" name=""submit"" alt=""PayPal - The safer, easier way to pay online!"" />		<img alt="""" border=""0"" src=""https://www.paypalobjects.com/en_US/i/scr/pixel.gif"" width=""1"" height=""1"" />	</form></",Marshall
13180,Jen?,Ted
13181,"It's nice to meet you, too.",Ted
13182,Guess who just got four tickets to the &quot;Origins of Chewbacca&quot; Star Wars exhibit?,Barney
13183,Why?,Lily
13184,"No, I said, &quot;Guess who?&quot;",Barney
13185,I heard you.,Lily
13186,"Yeah, um, isn't it a little early in our relationship to do something that would end our relationship?",Robin
13187,"What? No, what are you talking about? It can be our first double date as couples! And plus, it sounds awesome! Is the original Chewbacca going to be there?",Marshall
13188,"Peter Mayhew, in the fur. Who's with me?",Barney
13189,"Hey, do you think they'll have Wookiee to English dictionaries there? I mean, even just an everyday phrase book would be helpful.",Marshall
13190,"We're not going to the &quot;Origins of Chewbacca&quot; exhibit,Marshall. It's inHouston this year. Everyone knows that. I just wanted to get rid of the girls.",Barney
13191,"Where are you taking me, Barney?",Marshall
13192,"Wait a second, the &quot;Origins of Chewbacca&quot; exhibit's inMontreal this year. Everyone knows that. Where are you taking me?",Ted
13193,My guy in the DA's office scored us front row seats to a lethal injection. But we're still stopping for chili dogs first.,Barney
13194,Stop the cab.,Ted
13195,Where are you taking me?,Marshall
13196,"Barney, why are we here?",Marshall
13197,"Marshall, now that Robin and I are together, I've learned a lot about relationships by watching you and Lily.",Barney
13198,"Thanks, man.",Marshall
13199,You're a terrible couple. Lily has taken all the man out of you. I used to think that's just every relationship. But what I've got with Robin proves that you can have a girlfriend and fully functioning male genitalia all at the same time.,Barney
13200,"Okay, right. So, if Robin knew that you were here, she would be completely fine with it?",Marshall
13201,"Are you kidding? She'd sprint down here with a purse full of singles and a poncho for the 10:30 Jell-O show. BT-Dub, I called ahead it's lime.</p><h",Barney
13202,"So, Jen, what do you do?",Ted
13203,"I'm an architect. Hopefully, one day, I can use my own humble brush on the masterpiece that isManhattan's skyline.",Ted
13204,"I teach architecture. Get 50% off so, that's pretty sweet.</p><h",Ted
13205,Married!,Marshall
13206,What is wrong with you? You're just looking. It's like fantasizing about other women. It's harmless. Wait. Don't tell me you don't fantasize about other women.,Barney
13207,I do! It's just not that easy.,Marshall
13208,False! I once fantasized about that silhouette chick you see on a truck's mudflaps. Took me less than a mile.,Barney
13209,"Not everyone is you, okay, Barney? Even when I do start to have a dirty thought like that... it seems so much like cheating on Lily, that I feel guilty. So first, I need to have a different fantasy.",Marshall
13210,"It's time, baby.",Lily
13211,I will never love again.,Marshall
13212,"No,Marshall, you must. And after an appropriate number of years, you should find someone else. Someone like that busty delivery girl from that one time. And plow her like a cornfield.",Lily
13213,"(kissing his hand and looking up and ) This one's for you Lily. (to the delivery girl, opening his shirt) Where do I sign?",Marshall
13214,"And then watch out, because it is on!",Marshall
13215,"That is the saddest thing I've ever heard. Dude, Lily gets you in real life She has no business in your fantasies.",Barney
13216,"It's all I know, okay? I can't, I can't help it.",Marshall
13217,"I accept your invitation. Marshall Eriksen, from this day forward, I will be the wingman of your mind. Now, focus on the next dancer. Put Lily completely out of your mind.",Barney
13218,"Ted, we found a stripper who looks exactly like Lily!",Barney
13219,"Yeah, I can't talk right now.",Ted
13220,"I'm speechless, too. Everything's as perky as we've always imagined!",Barney
13221,Stop looking at her.,Marshall
13222,"Uh, look, I got to go. Take a picture.",Ted
13223,"Oh, I will. But first, I'm going to makeMarshall watch as I wedge Ulysses S. Grant between his wife's tatas.",Barney
13224,(hitting him) I'll k*ll you!</p><h,Marshall
13225,(hanging up his cellular) Sorry about that.,Ted
13226,"Yeah, do you wanna share the oysters?",Ted
13227,Good. 'Cause if you didn't......that would be mighty shellfish.,Ted
13228,That's why it's funny!,Ted
13229,We've been on this exact blind date before.,Ted
13230,"Correct me if I'm wrong, but I don't think that blind date went too well.",Ted
13231,"Wait, you... You dressur cats up in weird costumes.",Ted
13232,"Oh, my God. Do you realize what this means? Since our first date, we've done a complete lap of all the single people inNew York only to end up back here, with each other.",Ted
13233,"Well, you've got your cats.",Ted
13234,"Wait, I got to ask. Why did you think I was snobby?",Ted
13235,"Main Lobster. They spelled &quot;Maine&quot; without the &quot;e.&quot; Good to know we're not getting the crappy understudy lobsters, right? Tonight, the role of pound-and-a-half lobster will be played by...",Ted
13236,Huh. I had no idea.,Ted
13237,"That's right-- the check. The check came and, of course, I was going to pay, but you didn't do the check dance.",Ted
13238,"This is good. We're learning stuff. You know what we should do? We should retrace the rest of that night and figure out what else we do wrong on first dates. 'Cause let's be honest, we are scaring people off, Jen.",Ted
13239,Great.,Ted
13240,I think we went to MacLaren's.,Ted
13241,You will not believe who we saw tonight.,Barney
13242,"Dude, um...",Marshall
13243,We saw the third doppelganger!,Barney
13244,"Hey, hey, hey, hey! (showing a girl who spits on the ground)",Barney
13245,"Ladies, meet Stripper Lily. (showing a photo in his cellular)",Barney
13246,Oh!,Lily
13247,"Yeah, I couldn't get her face in it. But she looks just like you.",Barney
13248,So you went to a strip club?,Lily
13249,Busted.,Barney
13250,And there was a stripper who looked exactly like me?,Lily
13251,"Okay, babe, look, before you get mad, let me...",Marshall
13252,"Awesome! I bet the guys were going crazy. Oh, I bet they wanted to touch her so bad. But all you can do is look, unless you go into the back room, but honey, you got to pay for that.",Lily
13253,So... Strip club.,Robin
13254,Marshall made me go.</p><h,Barney
13255,"All right, so what did I do wrong next? Let me have it. I'm here to learn.",Ted
13256,Not really.,Ted
13257,I'm pretty impervious to stuff like that.,Ted
13258,I couldn't admit I was cold. I didn't want to seem like a wimp compared to your action hero ex-boyfriend who you wouldn't stop talking about.,Ted
13259,I had an aunt in the Coast Guard.,Ted
13260,See? Why didn't you lead off with that?</p><h,Ted
13261,Was there a shower on stage? Sometimes there's a shower on stage. I bet stripper me would get in there with another girl and just go bananas.,Lily
13262,"See,Marshall? We got to have a bros' night at a strip club and both of our ladies are totally cool with it.",Barney
13263,I'm not cool with it.,Robin
13264,Because they understand that it's healthy for us to do that from time to time.,Barney
13265,It's disgusting.,Robin
13266,Because it's harmless.,Barney
13267,Did one of your whores tell you that?,Robin
13268,"And, Lil,Marshall shouldn't have to go to so much trouble just to have an innocent fantasy.",Barney
13269,Trouble? What trouble?,Lily
13270,"It's, no, it's nothing.",Marshall
13271,"Marshall, tell her. We're all friends here.",Barney
13272,"No, we're not.",Robin
13273,"Lily, Sometimes I think about other women. Okay, it happens. But even when I do, I feel so guilty that I have to imagine you... passing away first, because even in a fantasy world, I could never cheat on you. You're... you're just my life, baby. And I love you.",Marshall
13274,"You k*ll me off?! I mean, fantasize about other girls all you want, but could you maybe not m*rder me?!",Lily
13275,"m*rder?! No! I, baby-no. You develop a chronic illness! I spare no expense for your care! I even stand up a foundation in your name. We're, like, this close to a cure.</p><h",Marshall
13276,Remember? (showing the Mc Laren's bar),Ted
13277,You loved them.,Ted
13278,"Let's go in and see what they remember. And they are my best friends, so don't be surprised if they suddenly &quot;can't think&quot; of anything I do wrong.",Ted
13279,Did he juggle? Bad puns? Mmm. Expect a standing ovation for picking up a $19 check,Robin
13280,"Oh, let's not forget the menu typo gold mine. Keep pannin' that river, buddy.",Lily
13281,"Well, it is a lot cheaper than buying a condom. Oh!",Marshall
13282,Me?,Ted
13283,What about Cat Woman?,Lily
13284,Psst! Ted! (showing a girl with his head),Barney
13285,(looking at the girl) Nice.,Ted
13286,"Wait, wait, wait, no, no, no! I remember that. I was not checking out a girl.",Ted
13287,Nice.,Ted
13288,We were checking out Moustache Marshall.,Ted
13289,"Yeah, well, it's nice to know &quot;past me&quot; wasn't a total jackass, huh?",Ted
13290,You got it.,Ted
13291,"...and there's theChryslerBuilding. And the Empire State Building. And at 12:00, a rotund couple going at it against the glass.",Ted
13292,"Good for them. Letting a guy eat pizza off your back, that's love. So, um... I know this wasn't the best",Ted
13293,That was really great. Wh... What went wrong?,Ted
13294,"Yeah. So would you maybe, um... want to go out again?",Ted
13295,Absolutely.,Ted
13296,Promise.,Ted
13297,I have been so busy.,Ted
13298,"Jen, I sorry. Look, I know I'm seven years late with this call, but I was an idiot back then. You saw the goatee. The truth is, I had a great time tonight, and I'd love to see you again.",Ted
13299,"Baby... You should be able to fantasize about another woman without feeling guilty, or you know, k*ll me off.",Lily
13300,"All right, we got to fix this.</p><h",Lily
13301,"Okay, when Stripper Lily gets out here, you have my permission to fantasize about her. And since she's basically me, maybe you won't feel guilty.",Lily
13302,"Thanks, baby. I'm-I'm so lucky I have you. And stripper you.",Marshall
13303,Bring out Stripper Lily!,Lily
13304,"(to Robin) You know, I don't come here that much.",Barney
13305,"Thank you, kindly stranger.",Barney
13306,"I am hot! Oh, crawl for it, stripper me.I is awesome. Baby, can I get another hundred?",Lily
13307,That was a hundred?,Marshall
13308,"Wow, she crawls fast.</p><h",Lily
13309,"Look, Jen, I wish I could go back and talk some sense into 2002 Ted, but that guy's a lost cause. He's 24. He thinks a little facial hair makes him look like John Depp. And he has no idea what a great girl he's missing out on. But I've learned a lot since then. I've learned a lot tonight.",Ted
13310,"No, it wasn't. I had a great time tonight. And seven years ago, if you think about it, we didn't miss by that much. If a couple things had gone a little bit differently... who knows what",Ted
13311,Wow.</p><h,Marshall
13312,You are the best. My girlfriend is at a strip club with me and she couldn't care less.,Barney
13313,"I do care, Barney. Look, we're dating now, okay? That changes things. We have to have a serious talk about this.",Robin
13314,Just the best.,Barney
13315,"Hey. Girlfriend trouble? I wish I could help, but my unbelievably cool wife just bought us a private dance with her stripper body double. So if you need me, I'll be getting grinded like some pepper, in theChampagne room.",Marshall
13316,Just the best.</p><h,Barney
13317,I just remembered why I didn't call you.,Ted
13318,"I can't believe I'm gonna screw this up again, but, um... I like finding typos in menus.",Ted
13319,And I know my shellfish pun is stupid but the truth... I'm not suddenly gonna stop making stupid jokes.,Ted
13320,"Shouldn't we hold out for the person who doesn't just tolerate our little quirks, but actually kind of likes them? Even if it means finding ourselves on another blind date with each other, seven years from now?",Ted
13321,"Well... good luck out there, Jen.",Ted
13322,"Hey, Lil. Looks like, uh, Jasmine's having a hard time getting out of those boots.",Marshall
13323,"(smoking and looking weird) What did you say, buddy?",Lily
13324,Lily?,Marshall
13325,"Who? Oh, yes... I am this Lily. We married long time. May I have monies for shopping?",Lily
13326,"(going on the stage) Lily!</p>						</div>						<div class=""ads"">	<!-- Transcripts Topic Footer Links 2016 -->	<ins class=""adsbygoogle footer-links""		style=""display:block""		data-ad-client=""ca-pub-3808023418243141""		data-ad-slot=""3894118671""		data-ad-format=""link""></ins>	<script>		(adsbygoogle = window.adsbygoogle || []).push({});	</script></div><div class=""t-foot-links text-center clearfix"">	<div class=""row"">		<div>			<a rel=""nofollow"" type=""amzn"" search=""How I Met Your Mother DVD"" category=""dvd"">How I Met Your Mother DVDs</a>		</div>		<div>			<a rel=""nofollow"" type=""amzn"" search=""How I Met Your Mother Instant Video"" category=""amazon instant video"">How I Met Your Mother Instant Video</a>		</div>		<div>			<a rel=""nofollow"" type=""amzn"" search=""How I Met Your Mother Collectables"" category=""entertainment collectibles"">How I Met Your Mother Collectables</a> 		</div>	</div><!--	<div class=""row"">		<div>			<a rel=""nofollow"" target=""_blank"" href=""http://www.amazon.com/gp/video/offers/signup/?ref_=assoc_tag_ph_1459527768921&ie=UTF8&benefitID=showtimeSub&camp=1789&creative=9325&linkCode=pf4&tag=foreverdreami-20&linkId=E7D4OGT2GLOJ4XMR"">Join SHOWTIME Free Trial</a>			<img src=""https://ir-na.amazon-adsystem.com/e/ir?t=foreverdreami-20&l=pf4&o=1"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />		</div>	</div> --></div>						<div class=""post-tools text-center clearfix"">							<div class=""gensmall pull-left"">															</div>													<div class=""social-links pull-right"">								<a title=""Share on Facebook"" href=""http://www.facebook.com/share.php?t=05x02+-+Double+Date&amp;u=https%3A%2F%2Ftranscripts.foreverdreaming.org%2Fviewtopic.php%3Fp%3D125299%23p125299"" onclick=""window.open(this.href);return false;""><i class=""fa fa-facebook fa-lg""></i></a> &nbsp;								<a title=""Share on Twitter"" href=""http://twitter.com/share?text=05x02+-+Double+Date&amp;url=https%3A%2F%2Ftranscripts.foreverdreaming.org%2Fviewtopic.php%3Fp%3D125299%23p125299"" onclick=""window.open(this.href);return false;""><i class=""fa fa-twitter fa-lg""></i></a> &nbsp;								<a title=""Share on Tumblr"" href=""http://www.tumblr.com/share/link?url=https%3A%2F%2Ftranscripts.foreverdreaming.org%2Fviewtopic.php%3Fp%3D125299%23p125299&amp;name=05x02+-+Double+Date"" onclick=""window.open(this.href);return false;""><i class=""fa fa-tumblr fa-lg""></i></a> &nbsp;								<a title=""Share on Google+"" href=""https://plus.google.com/share?url=https%3A%2F%2Ftranscripts.foreverdreaming.org%2Fviewtopic.php%3Fp%3D125299%23p125299"" onclick=""window.open(this.href);return false;""><i class=""fa fa-google-plus fa-lg""></i></a>							</div>						</div>					</div>				</div>					</div>		</div>	</div>	<div class=""ads ads-topic topic-footer"">		<!-- Transcripts Footer Topic -->			<ins class=""adsbygoogle transcripts-footer-topic""				style=""display:block""				data-ad-client=""ca-pub-3808023418243141""				data-ad-slot=""3514849078""				data-ad-format=""auto""></ins>			<script>			(adsbygoogle = window.adsbygoogle || []).push({});			</script>	</div></div><div id=""pagefooter""></div><div class=""donate"">	<a href=""/donate/""><img src=""/styles/transcripts_default/theme/images/gumballs.gif"" alt=""Give Thanks"" width=""92"" height=""131"" /></a>	<p style=""text-align:center"">Gumballs 25 cents</p></div><br style=""clear:both"" /><p class=""breadcrumbs"" role=""navigation""><a rel=""nofollow"" href=""javascript:var handle=window.open('http://foreverdreaming.org/')"">F.D.</a><b> &#187; </b><a href=""./index.php?sid=631cfcfdf8931e3202c69e118ee40386"">Transcripts</a><b> &#187; </b><a href=""./viewforum.php?f=47&amp;sid=631cfcfdf8931e3202c69e118ee40386"">TV &amp; Movie Transcripts</a><b> &#187; </b><a href=""./viewforum.php?f=775&amp;sid=631cfcfdf8931e3202c69e118ee40386"">H</a><b> &#187; </b><a href=""./viewforum.php?f=177&amp;sid=631cfcfdf8931e3202c69e118ee40386"">How I Met Your Mother</a></p><br style=""clear:both"" /><div class=""clearfix"">		<div class=""pull-right""></div></div><br /></div>		<div id=""footer"">		<div id=""footer-top""><div class=""donate"">	<form action=""https://www.paypal.com/cgi-bin/webscr"" method=""post"" target=""_top"">		<input type=""hidden"" name=""cmd"" value=""_donations"" />		<input type=""hidden"" name=""business"" value=""webmaster@foreverdreaming.org"" />		<input type=""hidden"" name=""lc"" value=""US"" />		<input type=""hidden"" name=""item_name"" value=""Forever Dreaming"" />		<input type=""hidden"" name=""no_note"" value=""0"" />		<input type=""hidden"" name=""currency_code"" value=""USD"" />		<input type=""hidden"" name=""bn"" value=""PP-DonationsBF:btn_donate_LG.gif:NonHosted"" />		<input type=""image"" src=""https://www.paypalobjects.com/en_US/i/btn/btn_donate_LG.gif"" name=""submit"" alt=""PayPal - The safer, easier way to pay online!"" />		<img alt="""" border=""0"" src=""https://www.paypalobjects.com/en_US/i/scr/pixel.gif"" width=""1"" height=""1"" />	</form></",Marshall
13327,Mm-hmm. And yes... we can.</p><h,Barney
13328,"Boyfriend. Barney Stinson is my boyfriend. I've said it, like, a hundred times it still sounds weird to say.",Robin
13329,"Well, anything sounds weird if you say it a hundred times. Bowl. Bowl. Bowl.",Ted
13330,"But other than that, things are good?",Lily
13331,Bowl. Bowl.,Ted
13332,I don't know. I think Barney's been single for too long.,Robin
13333,Bowl.,Ted
13334,"Like, the other night, I wake up at 4:00 a.m",Robin
13335,Bowl.,Ted
13336,"Barney, are you awake? Barney?",Robin
13337,Barney. This is not a one-night stand. We're dating. Come back to bed.,Robin
13338,Bowl.,Ted
13339,That's happened three times.,Robin
13340,Bowl.,Ted
13341,"And it's not just that, it's other things.",Robin
13342,Hey. What's wrong?,Barney
13343,"(crying) It was just one thing after another at work today, and then... (sniffling) I found out my aunt's in the hospital. I'm just, I'm feeling so overwhelmed and it's just...",Robin
13344,"Shh, shh, shh. What you need to do is talk through this stuff.",Barney
13345,"Oh, thanks.",Robin
13346,"And then, once you're off the phone with Lily, I'll be down in the bar ready to have sex. Mm-kay?",Barney
13347,Bowl.,Ted
13348,"Look, I'm not the touchy-feely-est person in the world, but... a little more effort would be nice.",Robin
13349,Bowl. Bowl.,Ted
13350,I understand.,Robin
13351,Bowl.,Ted
13352,"I guess, in a lot of ways, Barney doesn't stack up.",Lily
13353,Bowl. Bowl.,Ted
13354,"I mean, you've had some pretty incredible boyfriends.",Lily
13355,(at various pitches) Bowl. Bowl. Bowl. Bowl.,Ted
13356,"No, that's not it.",Robin
13357,Bowl.,Ted
13358,I don't know.,Robin
13359,Bowl,Ted
13360,Maybe he just doesn't have it in him.,Robin
13361,Bowl. Bowl.,Ted
13362,Maybe is whole thing's a big mistake.,Robin
13363,Bowl?</p><h,Ted
13364,She really said that?,Barney
13365,"And she meant it. Trust me. I dated Robin for a year-- if you don't want to lose her, you gotta try a little harder. Be more attentive to where she is emotionally. You know, just be present.",Ted
13366,"Yes, totally. Yeah. Only thing, and this is just me--",Barney
13367,Mm-hmm.,Ted
13368,"I like my testicles attached to my body, rather than rolling around next to some eyeliner in Robin's purse. Stinson out!</p><h",Barney
13369,He's cheating on me.,Robin
13370,What?!,Lily
13371,Why else would he buy me flowers? He's gettin' some on the side.,Robin
13372,"Oh, come on, Robin. Barney's not the type of guy who would... Go on.",Lily
13373,"Plus, he keeps saying he's working late. But when I call his office, they say he left hours ago.",Robin
13374,"Well, that doesn't prove anything.",Lily
13375,Yes. Proof. Go word. I'm glad you brought that up. Barney's briefcase. He forgot it here this morning. (taking Barney's briefcase).,Robin
13376,And what do you plan on doing with it?,Lily
13377,"We, we-- you and I-- are going to open it up and look for evidence. Ted probably has a sledgehammer around here somewhere.",Robin
13378,"No! Stop! Stop! Eye contact. Listen to me. Robin Scherbatsky is many things: friend, confidant, occasional guest star in some confusing dreams that remind me a woman's sexuality is a moving target. But she is no crazy, jealous stalker-bitch. (snatching the briefcase) Let go.",Lily
13379,"Hey, I've been down in the basement storage area going through all the stuff that Lily and I left behind when we moved out. I'm Robin. We should've cleared it out for you much sooner.",Marshall
13380,There's a basement storage area?,Robin
13381,"Oh, you're not upset. Good. Baby, guess what I found.",Marshall
13382,"Oh, that's great, honey.",Lily
13383,What the hell is that?,Robin
13384,Marshall got it in college. He used it as a nightstand for years.,Lily
13385,Until we found out that Lily was allergic to barrel resin,Marshall
13386,(slowly) Barrel resin?,Robin
13387,Just go with it.,Lily
13388,So you need a hand throwing it out?,Robin
13389,"No, I'm not... I'm not just going to throw her out, okay? Mabel's like family.",Marshall
13390,"So, um, what are you gonna do with Mabel?",Robin
13391,"I want to give her away, um, to a lucky new owner. Do you know anyone?",Marshall
13392,"Yeah, hmm, let me think. Do I know any rodeo clowns? Oh, that's weird, I do. But even Lenny wouldn't go near that mess.",Robin
13393,"Well, he's not going to have the chance, because I am putting old Mabel in the Bermuda Triangle.",Marshall
13394,This is so exciting. Right now there's some out there who has no idea that tonight they're going home with just... just the best barrel.,Marshall
13395,"Well, let's just hope they're not allergic to barrel sin like Lily here.",Robin
13396,"(to Robin) Be cool, baby. Damn! (toMarshall who is leaving with his barrel) See you, sweetie. Good luck.",Lily
13397,"Bye, babe.",Marshall
13398,"Now, can we please get out of here?",Lily
13399,Yeah. I'll grab my coat.,Robin
13400,Oops.,Robin
13401,A college notebook?!,Lily
13402,"Oh, my God, he's cheating on me with some college girl. I knew there was a skank but I thought she'd at least be dumb.(reading the notebook) &quot;Birthday: July 23.Favorite hockey team: the Vancouver Canucks. Age: 29, but tells people that she's 26.&quot; Oh, my God,these are notes about me. Or some 29-year-old version of me.",Robin
13403,I hope I'm not too late! I want to see the look of joy on the new owner's face!,Marshall
13404,"She's still there! Okay Mabel, let's find you a new home. Here comes a guy! And he... he just walked, walked right on by it. He's probably rushing home to get a handcart or something. Yeah! Hey, better hurry up, pal. What are you guys doing with Barney's secret Robin notebook? Let me rephrase that. Did you two ladies lose some weight?",Marshall
